Codigo_INEGI,Muncipio,ID_Grado_academico,Grado_Academico,Poblacion
29058,Santa Catarina Ayometla,7,"Technical or Comercial Studies, and Finished Middle School",40
29058,Santa Catarina Ayometla,8,"Technical or Comercial Studies, and Finished High School",62
29058,Santa Catarina Ayometla,9,"Normal Studies, and Finished Primary or Middle School",3
29058,Santa Catarina Ayometla,10,Normal Bachelor's Degree,30
29058,Santa Catarina Ayometla,11,Bachelor's Degree,977
29058,Santa Catarina Ayometla,12,Specialty,5
29058,Santa Catarina Ayometla,13,Master Degree,24
29058,Santa Catarina Ayometla,14,PhD,2
29058,Santa Catarina Ayometla,99,No Specified,15
29059,Santa Cruz Quilehtla,0,Undefined,435
29059,Santa Cruz Quilehtla,1,Preschool or Kindergarden,489
29059,Santa Cruz Quilehtla,2,Primary School,2253
29059,Santa Cruz Quilehtla,3,Middle School,2526
29059,Santa Cruz Quilehtla,4,High School or General Baccalaureate,917
29059,Santa Cruz Quilehtla,5,Technical Baccalaureate or Normal Basic Education,194
29059,Santa Cruz Quilehtla,6,"Technical or Comercial Studies, and Finished Primary School",2
29059,Santa Cruz Quilehtla,7,"Technical or Comercial Studies, and Finished Middle School",29
29059,Santa Cruz Quilehtla,8,"Technical or Comercial Studies, and Finished High School",32
29059,Santa Cruz Quilehtla,9,"Normal Studies, and Finished Primary or Middle School",8
29059,Santa Cruz Quilehtla,10,Normal Bachelor's Degree,34
29059,Santa Cruz Quilehtla,11,Bachelor's Degree,340
29059,Santa Cruz Quilehtla,12,Specialty,2
29059,Santa Cruz Quilehtla,13,Master Degree,9
29059,Santa Cruz Quilehtla,14,PhD,6
29059,Santa Cruz Quilehtla,99,No Specified,29
29060,Santa Isabel Xiloxoxtla,0,Undefined,242
29060,Santa Isabel Xiloxoxtla,1,Preschool or Kindergarden,257
29060,Santa Isabel Xiloxoxtla,2,Primary School,1418
29060,Santa Isabel Xiloxoxtla,3,Middle School,1714
29060,Santa Isabel Xiloxoxtla,4,High School or General Baccalaureate,875
29060,Santa Isabel Xiloxoxtla,5,Technical Baccalaureate or Normal Basic Education,113
29060,Santa Isabel Xiloxoxtla,6,"Technical or Comercial Studies, and Finished Primary School",5
29060,Santa Isabel Xiloxoxtla,7,"Technical or Comercial Studies, and Finished Middle School",29
29060,Santa Isabel Xiloxoxtla,8,"Technical or Comercial Studies, and Finished High School",35
29060,Santa Isabel Xiloxoxtla,9,"Normal Studies, and Finished Primary or Middle School",3
29060,Santa Isabel Xiloxoxtla,10,Normal Bachelor's Degree,12
29060,Santa Isabel Xiloxoxtla,11,Bachelor's Degree,501
29060,Santa Isabel Xiloxoxtla,12,Specialty,2
29060,Santa Isabel Xiloxoxtla,13,Master Degree,16
29060,Santa Isabel Xiloxoxtla,14,PhD,1
29060,Santa Isabel Xiloxoxtla,99,No Specified,15
30001,Acajete,0,Undefined,1045
30001,Acajete,1,Preschool or Kindergarden,492
30001,Acajete,2,Primary School,3674
30001,Acajete,3,Middle School,2179
30001,Acajete,4,High School or General Baccalaureate,1011
30001,Acajete,5,Technical Baccalaureate or Normal Basic Education,40
30001,Acajete,6,"Technical or Comercial Studies, and Finished Primary School",2
30001,Acajete,7,"Technical or Comercial Studies, and Finished Middle School",36
30001,Acajete,8,"Technical or Comercial Studies, and Finished High School",45
30001,Acajete,10,Normal Bachelor's Degree,17
30001,Acajete,11,Bachelor's Degree,574
30001,Acajete,12,Specialty,8
30001,Acajete,13,Master Degree,18
30001,Acajete,14,PhD,4
30002,Acatlán,0,Undefined,288
30002,Acatlán,1,Preschool or Kindergarden,168
30002,Acatlán,2,Primary School,1423
30002,Acatlán,3,Middle School,654
30002,Acatlán,4,High School or General Baccalaureate,471
30002,Acatlán,5,Technical Baccalaureate or Normal Basic Education,5
30002,Acatlán,6,"Technical or Comercial Studies, and Finished Primary School",1
30002,Acatlán,7,"Technical or Comercial Studies, and Finished Middle School",2
30002,Acatlán,8,"Technical or Comercial Studies, and Finished High School",15
30002,Acatlán,10,Normal Bachelor's Degree,3
30002,Acatlán,11,Bachelor's Degree,193
30002,Acatlán,12,Specialty,4
30002,Acatlán,13,Master Degree,9
30002,Acatlán,14,PhD,2
30002,Acatlán,99,No Specified,5
30003,Acayucan,0,Undefined,7840
30003,Acayucan,1,Preschool or Kindergarden,3617
30003,Acayucan,2,Primary School,23949
30003,Acayucan,3,Middle School,14870
30003,Acayucan,4,High School or General Baccalaureate,14450
30003,Acayucan,5,Technical Baccalaureate or Normal Basic Education,1028
30003,Acayucan,6,"Technical or Comercial Studies, and Finished Primary School",97
30003,Acayucan,7,"Technical or Comercial Studies, and Finished Middle School",300
30003,Acayucan,8,"Technical or Comercial Studies, and Finished High School",458
30003,Acayucan,9,"Normal Studies, and Finished Primary or Middle School",55
30003,Acayucan,10,Normal Bachelor's Degree,604
30003,Acayucan,11,Bachelor's Degree,8903
30003,Acayucan,12,Specialty,28
30003,Acayucan,13,Master Degree,274
30003,Acayucan,14,PhD,48
30003,Acayucan,99,No Specified,86
30004,Actopan,0,Undefined,3896
30004,Actopan,1,Preschool or Kindergarden,2022
30004,Actopan,2,Primary School,16033
30004,Actopan,3,Middle School,8584
30004,Actopan,4,High School or General Baccalaureate,5707
30004,Actopan,5,Technical Baccalaureate or Normal Basic Education,722
30004,Actopan,6,"Technical or Comercial Studies, and Finished Primary School",24
30004,Actopan,7,"Technical or Comercial Studies, and Finished Middle School",148
30004,Actopan,8,"Technical or Comercial Studies, and Finished High School",260
30004,Actopan,10,Normal Bachelor's Degree,105
30004,Actopan,11,Bachelor's Degree,2822
30004,Actopan,13,Master Degree,123
30004,Actopan,99,No Specified,30
30005,Acula,0,Undefined,796
30005,Acula,1,Preschool or Kindergarden,426
30005,Acula,2,Primary School,1660
30005,Acula,3,Middle School,1153
30005,Acula,4,High School or General Baccalaureate,742
30005,Acula,5,Technical Baccalaureate or Normal Basic Education,29
30005,Acula,6,"Technical or Comercial Studies, and Finished Primary School",11
30005,Acula,7,"Technical or Comercial Studies, and Finished Middle School",8
30005,Acula,8,"Technical or Comercial Studies, and Finished High School",47
30005,Acula,10,Normal Bachelor's Degree,23
30005,Acula,11,Bachelor's Degree,167
30005,Acula,13,Master Degree,7
30005,Acula,14,PhD,8
30005,Acula,99,No Specified,2
30006,Acultzingo,0,Undefined,1832
30006,Acultzingo,1,Preschool or Kindergarden,1390
30006,Acultzingo,2,Primary School,9256
30006,Acultzingo,3,Middle School,4669
30006,Acultzingo,4,High School or General Baccalaureate,3136
30006,Acultzingo,5,Technical Baccalaureate or Normal Basic Education,108
30006,Acultzingo,6,"Technical or Comercial Studies, and Finished Primary School",7
30006,Acultzingo,7,"Technical or Comercial Studies, and Finished Middle School",21
30006,Acultzingo,8,"Technical or Comercial Studies, and Finished High School",50
30006,Acultzingo,10,Normal Bachelor's Degree,89
30006,Acultzingo,11,Bachelor's Degree,1125
30006,Acultzingo,12,Specialty,8
30006,Acultzingo,13,Master Degree,29
30006,Acultzingo,99,No Specified,13
30007,Camarón de Tejeda,0,Undefined,520
30007,Camarón de Tejeda,1,Preschool or Kindergarden,298
30007,Camarón de Tejeda,2,Primary School,2933
30007,Camarón de Tejeda,3,Middle School,1429
30007,Camarón de Tejeda,4,High School or General Baccalaureate,770
30007,Camarón de Tejeda,5,Technical Baccalaureate or Normal Basic Education,21
30007,Camarón de Tejeda,7,"Technical or Comercial Studies, and Finished Middle School",4
30007,Camarón de Tejeda,8,"Technical or Comercial Studies, and Finished High School",12
30007,Camarón de Tejeda,9,"Normal Studies, and Finished Primary or Middle School",2
30007,Camarón de Tejeda,10,Normal Bachelor's Degree,13
30007,Camarón de Tejeda,11,Bachelor's Degree,259
30007,Camarón de Tejeda,12,Specialty,8
30007,Camarón de Tejeda,13,Master Degree,8
30007,Camarón de Tejeda,14,PhD,1
30007,Camarón de Tejeda,99,No Specified,5
30008,Alpatláhuac,0,Undefined,1608
30008,Alpatláhuac,1,Preschool or Kindergarden,568
30008,Alpatláhuac,2,Primary School,3939
30008,Alpatláhuac,3,Middle School,1970
30008,Alpatláhuac,4,High School or General Baccalaureate,1166
30008,Alpatláhuac,5,Technical Baccalaureate or Normal Basic Education,84
30008,Alpatláhuac,7,"Technical or Comercial Studies, and Finished Middle School",6
30008,Alpatláhuac,8,"Technical or Comercial Studies, and Finished High School",21
30008,Alpatláhuac,10,Normal Bachelor's Degree,13
30008,Alpatláhuac,11,Bachelor's Degree,275
30008,Alpatláhuac,13,Master Degree,16
30008,Alpatláhuac,14,PhD,2
30008,Alpatláhuac,99,No Specified,7
30009,Alto Lucero de Gutiérrez Barrios,0,Undefined,2886
30009,Alto Lucero de Gutiérrez Barrios,1,Preschool or Kindergarden,1152
30009,Alto Lucero de Gutiérrez Barrios,2,Primary School,11972
30009,Alto Lucero de Gutiérrez Barrios,3,Middle School,5814
30009,Alto Lucero de Gutiérrez Barrios,4,High School or General Baccalaureate,3417
30009,Alto Lucero de Gutiérrez Barrios,5,Technical Baccalaureate or Normal Basic Education,96
30009,Alto Lucero de Gutiérrez Barrios,6,"Technical or Comercial Studies, and Finished Primary School",18
30009,Alto Lucero de Gutiérrez Barrios,7,"Technical or Comercial Studies, and Finished Middle School",39
30009,Alto Lucero de Gutiérrez Barrios,8,"Technical or Comercial Studies, and Finished High School",161
30009,Alto Lucero de Gutiérrez Barrios,9,"Normal Studies, and Finished Primary or Middle School",6
30009,Alto Lucero de Gutiérrez Barrios,10,Normal Bachelor's Degree,105
30009,Alto Lucero de Gutiérrez Barrios,11,Bachelor's Degree,1303
30009,Alto Lucero de Gutiérrez Barrios,12,Specialty,80
30009,Alto Lucero de Gutiérrez Barrios,13,Master Degree,88
30010,Altotonga,0,Undefined,7457
30010,Altotonga,1,Preschool or Kindergarden,3160
30010,Altotonga,2,Primary School,27510
30010,Altotonga,3,Middle School,13293
30010,Altotonga,4,High School or General Baccalaureate,5837
30010,Altotonga,5,Technical Baccalaureate or Normal Basic Education,31
30010,Altotonga,6,"Technical or Comercial Studies, and Finished Primary School",36
30010,Altotonga,7,"Technical or Comercial Studies, and Finished Middle School",54
30010,Altotonga,8,"Technical or Comercial Studies, and Finished High School",399
30010,Altotonga,9,"Normal Studies, and Finished Primary or Middle School",18
30010,Altotonga,10,Normal Bachelor's Degree,188
30010,Altotonga,11,Bachelor's Degree,2350
30010,Altotonga,12,Specialty,15
30010,Altotonga,13,Master Degree,87
30010,Altotonga,14,PhD,8
30010,Altotonga,99,No Specified,35
30011,Alvarado,0,Undefined,2379
30011,Alvarado,1,Preschool or Kindergarden,2728
30011,Alvarado,2,Primary School,12561
30011,Alvarado,3,Middle School,8809
30011,Alvarado,4,High School or General Baccalaureate,9300
30011,Alvarado,5,Technical Baccalaureate or Normal Basic Education,1020
30011,Alvarado,6,"Technical or Comercial Studies, and Finished Primary School",64
30011,Alvarado,7,"Technical or Comercial Studies, and Finished Middle School",284
30011,Alvarado,8,"Technical or Comercial Studies, and Finished High School",458
30011,Alvarado,9,"Normal Studies, and Finished Primary or Middle School",27
30011,Alvarado,10,Normal Bachelor's Degree,1069
30011,Alvarado,11,Bachelor's Degree,12529
30011,Alvarado,12,Specialty,677
30011,Alvarado,13,Master Degree,1714
30011,Alvarado,14,PhD,314
30011,Alvarado,99,No Specified,156
30012,Amatitlán,0,Undefined,951
30012,Amatitlán,1,Preschool or Kindergarden,306
30012,Amatitlán,2,Primary School,2904
30012,Amatitlán,3,Middle School,1663
30012,Amatitlán,4,High School or General Baccalaureate,980
30012,Amatitlán,5,Technical Baccalaureate or Normal Basic Education,115
30012,Amatitlán,6,"Technical or Comercial Studies, and Finished Primary School",15
30012,Amatitlán,7,"Technical or Comercial Studies, and Finished Middle School",17
30012,Amatitlán,8,"Technical or Comercial Studies, and Finished High School",24
30012,Amatitlán,9,"Normal Studies, and Finished Primary or Middle School",8
30012,Amatitlán,10,Normal Bachelor's Degree,13
30012,Amatitlán,11,Bachelor's Degree,482
30012,Amatitlán,12,Specialty,4
30012,Amatitlán,13,Master Degree,23
30012,Amatitlán,14,PhD,6
30012,Amatitlán,99,No Specified,12
30013,Naranjos Amatlán,0,Undefined,1575
30013,Naranjos Amatlán,1,Preschool or Kindergarden,1132
30013,Naranjos Amatlán,2,Primary School,7797
30013,Naranjos Amatlán,3,Middle School,5976
30013,Naranjos Amatlán,4,High School or General Baccalaureate,3723
30013,Naranjos Amatlán,5,Technical Baccalaureate or Normal Basic Education,867
30013,Naranjos Amatlán,6,"Technical or Comercial Studies, and Finished Primary School",52
30013,Naranjos Amatlán,7,"Technical or Comercial Studies, and Finished Middle School",160
30013,Naranjos Amatlán,8,"Technical or Comercial Studies, and Finished High School",123
30013,Naranjos Amatlán,9,"Normal Studies, and Finished Primary or Middle School",46
30013,Naranjos Amatlán,10,Normal Bachelor's Degree,206
30013,Naranjos Amatlán,11,Bachelor's Degree,3887
30013,Naranjos Amatlán,12,Specialty,117
30013,Naranjos Amatlán,13,Master Degree,179
30013,Naranjos Amatlán,14,PhD,26
30013,Naranjos Amatlán,99,No Specified,39
30014,Amatlán de los Reyes,0,Undefined,2894
30014,Amatlán de los Reyes,1,Preschool or Kindergarden,2015
30014,Amatlán de los Reyes,2,Primary School,15405
30014,Amatlán de los Reyes,3,Middle School,10101
30014,Amatlán de los Reyes,4,High School or General Baccalaureate,8114
30014,Amatlán de los Reyes,5,Technical Baccalaureate or Normal Basic Education,205
30014,Amatlán de los Reyes,6,"Technical or Comercial Studies, and Finished Primary School",163
30014,Amatlán de los Reyes,7,"Technical or Comercial Studies, and Finished Middle School",340
30014,Amatlán de los Reyes,8,"Technical or Comercial Studies, and Finished High School",351
30014,Amatlán de los Reyes,9,"Normal Studies, and Finished Primary or Middle School",14
30014,Amatlán de los Reyes,10,Normal Bachelor's Degree,177
30014,Amatlán de los Reyes,11,Bachelor's Degree,4127
30014,Amatlán de los Reyes,12,Specialty,51
30014,Amatlán de los Reyes,13,Master Degree,155
30014,Amatlán de los Reyes,14,PhD,14
30014,Amatlán de los Reyes,99,No Specified,21
30015,Angel R. Cabada,0,Undefined,4216
30015,Angel R. Cabada,1,Preschool or Kindergarden,1570
30015,Angel R. Cabada,2,Primary School,11997
30015,Angel R. Cabada,3,Middle School,7047
30015,Angel R. Cabada,4,High School or General Baccalaureate,4454
30015,Angel R. Cabada,5,Technical Baccalaureate or Normal Basic Education,503
30015,Angel R. Cabada,6,"Technical or Comercial Studies, and Finished Primary School",21
30015,Angel R. Cabada,7,"Technical or Comercial Studies, and Finished Middle School",109
30015,Angel R. Cabada,8,"Technical or Comercial Studies, and Finished High School",150
30015,Angel R. Cabada,9,"Normal Studies, and Finished Primary or Middle School",35
30015,Angel R. Cabada,10,Normal Bachelor's Degree,162
30015,Angel R. Cabada,11,Bachelor's Degree,2111
30015,Angel R. Cabada,12,Specialty,53
30015,Angel R. Cabada,13,Master Degree,56
30015,Angel R. Cabada,14,PhD,5
30015,Angel R. Cabada,99,No Specified,43
30016,La Antigua,0,Undefined,1668
30016,La Antigua,1,Preschool or Kindergarden,1416
30016,La Antigua,2,Primary School,8509
30016,La Antigua,3,Middle School,6284
30016,La Antigua,4,High School or General Baccalaureate,5407
30016,La Antigua,5,Technical Baccalaureate or Normal Basic Education,204
30016,La Antigua,6,"Technical or Comercial Studies, and Finished Primary School",35
30016,La Antigua,7,"Technical or Comercial Studies, and Finished Middle School",194
30016,La Antigua,8,"Technical or Comercial Studies, and Finished High School",398
30016,La Antigua,9,"Normal Studies, and Finished Primary or Middle School",5
30016,La Antigua,10,Normal Bachelor's Degree,89
30016,La Antigua,11,Bachelor's Degree,3057
30016,La Antigua,12,Specialty,23
30016,La Antigua,13,Master Degree,148
30016,La Antigua,14,PhD,53
30016,La Antigua,99,No Specified,63
30017,Apazapan,0,Undefined,323
30017,Apazapan,1,Preschool or Kindergarden,184
30017,Apazapan,2,Primary School,1663
30017,Apazapan,3,Middle School,1150
30017,Apazapan,4,High School or General Baccalaureate,781
30017,Apazapan,5,Technical Baccalaureate or Normal Basic Education,30
30017,Apazapan,6,"Technical or Comercial Studies, and Finished Primary School",4
30017,Apazapan,7,"Technical or Comercial Studies, and Finished Middle School",5
30017,Apazapan,8,"Technical or Comercial Studies, and Finished High School",12
30017,Apazapan,9,"Normal Studies, and Finished Primary or Middle School",8
30017,Apazapan,10,Normal Bachelor's Degree,28
30017,Apazapan,11,Bachelor's Degree,294
